Index,organism,causal_gene_name,Arabidopsis_thaliana,Glycine_max,Brassica_rapa,Solanum_lycopersicum,Oryza_sativa_Japonica,Oryza_sativa_Indica,Setaria_italica,Zea_mays,Sorghum_bicolor,Brachypodium_distachyon,Hordeum_vulgare,ortholog group,Trait,Trait_Category
161,Solanum_lycopersicum,Cf-2.1,AT2G15080.1,"GLYMA16G28460.2,GLYMA01G31711.1,GLYMA03G07240.1,GLYMA16G28500.2,GLYMA16G28510.2,GLYMA14G34880.1,GLYMA18G43520.2,GLYMA18G43510.2","Bra020706.1-P,Bra021803.1-P,Bra021802.1-P,Bra001992.1-P","Solyc01g005760.2.1,Solyc09g005080.1.1,Solyc09g005090.1.1","LOC_Os01g06900.1,LOC_Os04g40440.1,LOC_Os01g06790.1",BGIOSGA002836-PA,"Si028781m,Si011896m,Si015689m,Si015723m,Si015806m,Si028774m,Si033352m,Si029470m","GRMZM2G123963,GRMZM2G174128","Sb03g005070.1,Sb04g008460.1,Sb03g037930.1","BRADI2G03920.1,BRADI5G14330.1,BRADI2G61460.1",MLOC_13945.5,ENOG411BFU2,Pathogen_resistance,biotic_stress_response
162,Solanum_lycopersicum,Cf-2.2,AT2G15080.2,"GLYMA16G28460.2,GLYMA01G31711.1,GLYMA03G07240.1,GLYMA16G28500.2,GLYMA16G28510.2,GLYMA14G34880.1,GLYMA18G43520.2,GLYMA18G43510.3","Bra020706.1-P,Bra021803.1-P,Bra021802.1-P,Bra001992.1-P","Solyc01g005760.2.1,Solyc09g005080.1.1,Solyc09g005090.1.2","LOC_Os01g06900.1,LOC_Os04g40440.1,LOC_Os01g06790.2",BGIOSGA002836-PA,"Si028781m,Si011896m,Si015689m,Si015723m,Si015806m,Si028774m,Si033352m,Si029470m","GRMZM2G123963,GRMZM2G174128","Sb03g005070.1,Sb04g008460.1,Sb03g037930.2","BRADI2G03920.1,BRADI5G14330.1,BRADI2G61460.2",MLOC_13945.6,ENOG411BFU2,Pathogen_resistance,biotic_stress_response
163,Solanum_lycopersicum,Cf-4/9,,"GLYMA14G34901.1,GLYMA14G34930.2,GLYMA14G34975.1",,"Solyc01g009700.1.1,Solyc01g005780.1.1,Solyc01g005720.2.1","LOC_Os01g06890.1,LOC_Os01g06760.1",,,,,,,ENOG411C0Z6,Pathogen_resistance,biotic_stress_response
164,Solanum_lycopersicum,MLO1,,"GLYMA13G30760.2,GLYMA03G33660.2",,Solyc04g049090.2.1,,,,,,,,ENOG410IJ5H,Pathogen_resistance,biotic_stress_response
165,Solanum_lycopersicum,Pto,AT3G46290.1,"GLYMA12G07960.1,GLYMA15G04790.1",Bra018214.1-P,Solyc05g013320.1.1,LOC_Os06g22810.1,BGIOSGA022831-PA,Si021217m,GRMZM2G432722,Sb10g025840.1,"BRADI2G62060.1,BRADI1G59210.1",MLOC_78303.1,ENOG411BIC3,Pathogen_resistance,biotic_stress_response
166,Solanum_lycopersicum,Style2.1,,,,Solyc02g087860.2.1,LOC_Os10g26410.1,BGIOSGA031957-PA,Si038282m,"AC149829.2_FGP004,GRMZM2G159456",Sb01g045690.1,BRADI1G73140.1,,ENOG4111CDZ,"Style_length,_autogamy",development
167,Solanum_lycopersicum,self-pruning (sp),AT2G27550.1,"GLYMA12G30940.2,GLYMA13G39360.2","Bra000506.1-P,Bra012010.1-P,Bra034357.1-P",Solyc06g074350.2.1,,,,,,,,COG1881,Vegetative/Reproductive_state_switch,development
168,Solanum_lycopersicum,RCR3,"AT1G29080.1,AT1G29090.1,AT1G29110.1,AT2G27420.1,AT2G34080.1,AT3G49340.1",,"Bra005454.1-P,Bra011453.1-P,Bra012021.1-P,Bra014196.1-P,Bra014197.1-P,Bra017990.1-P,Bra019592.1-P,Bra021893.1-P,Bra029946.1-P,Bra030118.1-P,Bra035999.1-P,Bra040772.1-P",Solyc02g076980.2.1,"LOC_Os01g42780.1,LOC_Os01g42790.1,LOC_Os06g38450.1,LOC_Os07g01800.1","BGIOSGA001215-PA,BGIOSGA001216-PA,BGIOSGA025018-PA,BGIOSGA040716-PA","Si022523m,Si024142m,Si026581m,Si026599m,Si027274m,Si027295m,Si027399m,Si027414m,Si027514m,Si028315m","GRMZM2G070011,GRMZM2G098102,GRMZM2G166870","Sb05g005530.1,Sb05g013840.1","BRADI1G37297.1,BRADI2G43410.1,BRADI2G43420.1,BRADI2G43430.1,BRADI5G11830.1",MLOC_10981.1,COG4870,Pathogen_resistance,biotic_stress_response
169,Amaranthus_tuberculatus,protoporphyrinogen oxidase (PPO2 = PPX2L),"AT5G14220.1,AT4G01690.1","GLYMA08G47140.2,GLYMA18G38340.1","Bra033317.1-P,Bra008772.1-P","Solyc03g005080.2.1,Solyc01g079090.2.1","LOC_Os01g18320.1,LOC_Os04g41260.1","BGIOSGA003290-PA,BGIOSGA023204-PA,BGIOSGA016653-PA","Si009767m,Si000973m","GRMZM2G364901,GRMZM2G039396,GRMZM2G441444,GRMZM2G141992","Sb06g020950.1,Sb03g011670.1","BRADI5G14120.1,BRADI2G11107.1","MLOC_73647.4,MLOC_81101.1",KOG1276,Xenobiotic_resistance_(herbicides),biotic_stress_response
170,Wheat,CBF12,,,,,LOC_Os09g35030.1,BGIOSGA029415-PA,"Si031001m,Si030998m",GRMZM2G069126,Sb02g030320.1,BRADI4G35650.1,,ENOG410JVG0,Cold_resistance,abiotic_stress_response
171,Wheat,Flowering locus T (=TaFT=VRN3),"AT5G03840.1,AT5G62040.1,AT1G18100.1,AT4G20370.1,AT1G65480.1,AT2G27550.1","GLYMA08G47823.1,GLYMA16G32080.3,GLYMA18G53680.1,GLYMA05G34030.1,GLYMA02G07650.1,GLYMA08G47816.1,GLYMA19G28390.1,GLYMA16G26660.1,GLYMA16G26690.1,GLYMA19G37890.1","Bra009508.1-P,Bra025930.1-P,Bra012010.1-P,Bra034357.1-P,Bra031016.1-P,Bra005783.1-P,Bra028815.1-P,Bra004117.1-P,Bra022475.1-P,Bra000506.1-P,Bra015710.1-P,Bra010052.1-P","Solyc05g055660.1.1,Solyc11g008660.1.1,Solyc01g009580.1.1,Solyc03g063100.1.1,Solyc05g053850.2.1,Solyc01g009560.1.1,Solyc11g008640.1.1,Solyc02g079290.2.1,Solyc06g074350.2.1,Solyc09g009560.1.1,Solyc11g008650.1.1,Solyc03g119100.1.1,Solyc03g026050.2.1","LOC_Os04g33570.1,LOC_Os01g02120.1,LOC_Os06g06320.1,LOC_Os04g41130.1,LOC_Os11g18870.1,LOC_Os12g05590.1,LOC_Os12g13030.1,LOC_Os02g32950.1,LOC_Os02g39064.1,LOC_Os06g06300.1,LOC_Os11g05470.1,LOC_Os09g33850.1,LOC_Os02g13830.1,LOC_Os01g11940.1,LOC_Os01g10590.1,LOC_Os06g30370.1,LOC_Os01g54490.1,LOC_Os06g35940.1,LOC_Os05g44180.1","BGIOSGA034481-PA,BGIOSGA036625-PA,BGIOSGA015135-PA,BGIOSGA004454-PA,BGIOSGA017719-PA,BGIOSGA035142-PA,BGIOSGA014833-PA,BGIOSGA003015-PA,BGIOSGA007839-PA,BGIOSGA002959-PA,BGIOSGA021197-PA,BGIOSGA007632-PA,BGIOSGA035141-PA,BGIOSGA022349-PA,BGIOSGA006319-PA,BGIOSGA021057-PA,BGIOSGA006097-PA,BGIOSGA022351-PA,BGIOSGA036381-PA","Si007376m,Si004536m,Si020105m,Si008576m,Si011866m,Si004700m,Si028168m,Si012372m,Si012777m,Si003984m,Si005012m,Si007366m,Si008517m,Si027589m,Si025116m,Si011706m,Si008120m,Si020516m,Si020173m,","GRMZM2G021614,GRMZM2G179264,GRMZM2G338454,GRMZM2G080706,GRMZM2G075215,GRMZM2G141756,GRMZM2G156079,GRMZM2G075081,AC217051.3_FGP006,GRMZM2G103666,GRMZM2G127121,GRMZM2G019993,GRMZM2G021560,GRMZM2G373928,GRMZM2G059358,GRMZM2G400167,GRMZM2G062052,GRMZM2G051338,GRMZM2G108016,AC214791.2_FGP002,GRMZM2G158809,GRMZM2G132880,GRMZM2G440005,GRMZM2G092008,GRMZM2G117057,GRMZM2G152689,GRMZM2G056186","Sb02g029725.1,Sb06g020850.1,Sb10g003940.1,Sb06g012260.1,Sb03g002500.1,Sb03g001700.1,Sb05g003200.1,Sb08g008180.1,Sb03g034580.1,Sb03g008270.1,Sb04g021650.1,Sb10g021790.1,Sb04g025210.1,Sb09g025760.1,Sb08g003210.1,Sb04g008320.1,Sb06g015490.1,Sb0010s003120.1,Sb10g013070.1,","BRADI4G39730.1,BRADI3G44860.1,BRADI4G39760.1,BRADI2G19670.1,BRADI4G35040.1,BRADI2G01020.1,BRADI1G38150.1,BRADI3G08890.1,BRADI4G39750.1,BRADI2G07070.1,BRADI4G42400.1,BRADI1G48830.1,BRADI3G48036.1,BRADI2G27860.1,BRADI5G14010.1,BRADI5G09270.1,BRADI1G42510.1,BRADI2G49795.1,","MLOC_57326.1,MLOC_71606.2,MLOC_74854.1,MLOC_58552.3,MLOC_44160.1,MLOC_13102.1,MLOC_68576.1,MLOC_64619.2,MLOC_35818.3",KOG3346,Flowering_time,development
172,Wheat,VRN1,"AT5G60910.1,AT1G69120.1,AT1G26310.1","GLYMA06G22650.2,GLYMA04G31847.1","Bra011021.1-P,Bra004361.1-P,Bra029347.1-P",Solyc03G114830.2.1,"LOC_Os03g54160.1,LOC_Os07g01820.1,","BGIOSGA024961-PA,BGIOSGA009798-PA",Si030802m,"GRMZM2G148693,GRMZM2G032339,GRMZM2G553379,GRMZM2G072582","Sb01g007790.1,Sb02g001090.1","BRADI1G59250.1,BRADI1G08340.1",MLOC_61901.1,ENOG411BFD5,Flowering_time,development
173,Wheat,VRN2,,,,,LOC_Os10g41100.1,BGIOSGA031408-PA,Si036910m,GRMZM2G004483,Sb01g029080.1,BRADI3G33340.1,MLOC_75450.2,ENOG410JWD2,Flowering_time,development
174,Wheat,NAM-B1 (=Gpc-B1),"AT1G61110.1,AT3G15510.1","GLYMA12G34990.1,GLYMA12G22880.1,GLYMA07G31220.1,GLYMA13G31660.2,GLYMA06G38410.1,GLYMA15G07620.1,GLYMA13G35560.1","Bra027101.1-P,Bra027237.1-P,Bra026353.1-P,Bra001597.1-P,Bra021114.1-P",Solyc07g063420.2.1,LOC_Os07g37920.1,BGIOSGA024071-PA,Si032676m,GRMZM2G179885,Sb02g036620.1,BRADI1G24390.1,MLOC_8116.1,ENOG410IJAN,Grain_content_and_senescence,development
175,Wheat,GW2,AT1G78420.1,"GLYMA13G33260.1,GLYMA15G39830.2","Bra025999.1-P,Bra008360.1-P,Bra035036.1-P",Solyc07g056630.2.1,"LOC_Os06g06120.1,LOC_Os06g44275.1,LOC_Os02g14720.1","BGIOSGA022341-PA,BGIOSGA023384-PA,BGIOSGA007870-PA,BGIOSGA023386-PA","Si007566m,Si017266m,Si007994m","GRMZM2G049950,GRMZM2G029690,GRMZM2G111066,GRMZM2G007288,GRMZM2G170088,GRMZM2G105909","Sb10g025900.1,Sb04g008760.1,Sb10g003820.1","BRADI3G09270.1,BRADI1G49077.1","MLOC_59426.1,MLOC_67235.3",KOG2789,Grain_size,development
176,Wheat,TaCKX6-D1,"AT2G19500.1,AT4G29740.2,AT5G56970.1","GLYMA09G07190.1,GLYMA09G07206.1,GLYMA09G07360.1,GLYMA13G16420.2,GLYMA13G16430.1,GLYMA15G18560.1,GLYMA17G06220.1,GLYMA17G06230.1","Bra002777.1-P,Bra024135.1-P,Bra035640.1-P,Bra036719.1-P,Bra040677.1-P","Solyc10g017990.1.1,Solyc12g008900.1.1,Solyc12g008920.1.1",LOC_Os01g10110.1,BGIOSGA002195-PA,Si001500m,GRMZM2G325612,Sb03g002810.1,BRADI2G06030.1,"MLOC_53923.1,MLOC_81291.1",COG0277,Grain_yield,development
177,Wheat,Q = wheat AP2-like (WAP2),,,,,LOC_Os07g13170.1,BGIOSGA025426-PA,Si029636m,GRMZM2G176175,Sb02g007000.1,BRADI1G53650.4,,ENOG410JA1N,"Inflorescence_structure,_spike_morphology",development
178,Wheat,ALMT1,,,,,LOC_Os04g34010.1,,"Si015195m,Si012669m,Si033923m,Si035628m","GRMZM5G858653,AC233887.1_FGP005",Sb06g016260.1,BRADI5G09690.1,,ENOG4115K7H,Metal_tolerance,abiotic_stress_response
179,Wheat,Lr21,,,,,"LOC_Os11g45620.1,LOC_Os01g42330.1",BGIOSGA001237-PA,Si013156m,"GRMZM2G456779,GRMZM2G375843",Sb09g015250.1,,"MLOC_70559.1,MLOC_18184.1",ENOG411BHDX,Pathogen_resistance,biotic_stress_response
180,Wheat,Mla1,,,,,,,,,,BRADI2G39247.1,"MLOC_64444.1,MLOC_21734.1",ENOG411BZQ2,Pathogen_resistance,biotic_stress_response
181,Wheat,Pm3,,,,,"LOC_Os03g63150.1,LOC_Os03g63200.1",BGIOSGA009441-PA,"Si020987m,Si020981m,Si025828m,Si024241m,Si025944m,Si024476m,Si025929m,Si027791m","GRMZM2G164217,GRMZM2G354013","Sb08g015350.1,Sb08g015340.1,Sb10g001103.1,Sb08g015400.1",,"MLOC_34514.1,MLOC_13234.1",ENOG411BKFE,Pathogen_resistance,biotic_stress_response
182,Wheat,Reduced height-B1 (RhtB1),"AT5G17490.1,AT2G01570.1,AT3G03450.1,AT1G14920.1","GLYMA20G34260.1,GLYMA11G33720.1,GLYMA06G23940.1,GLYMA08G10140.1,GLYMA10G33380.1,GLYMA05G27190.1,GLYMA18G04500.1,GLYMA04G21340.1","Bra013973.1-P,Bra024875.1-P,Bra031991.1-P",Solyc11g011260.1.1,"LOC_Os01g45860.1,LOC_Os03g49990.1","BGIOSGA013420-PA,BGIOSGA001121-PA","Si001293m,Si039400m","GRMZM2G024973,GRMZM2G144744,GRMZM2G001426","Sb01g010660.1,Sb03g029470.1","BRADI1G11090.1,BRADI2G45117.1","MLOC_67940.1,MLOC_73617.2",ENOG410IQYH,"Plant_stature,_dwarfism",development
183,Wheat,Reduced height-D1 (RhtD1),"AT5G17490.1,AT2G01570.1,AT3G03450.1,AT1G14920.2","GLYMA20G34260.1,GLYMA11G33720.1,GLYMA06G23940.1,GLYMA08G10140.1,GLYMA10G33380.1,GLYMA05G27190.1,GLYMA18G04500.1,GLYMA04G21340.2","Bra013973.1-P,Bra024875.1-P,Bra031991.1-P",Solyc11g011260.1.2,"LOC_Os01g45860.1,LOC_Os03g49990.2","BGIOSGA013420-PA,BGIOSGA001121-PA","Si001293m,Si039400m","GRMZM2G024973,GRMZM2G144744,GRMZM2G001426","Sb01g010660.1,Sb03g029470.2","BRADI1G11090.1,BRADI2G45117.2","MLOC_67940.1,MLOC_73617.3",ENOG410IQYH,"Plant_stature,_dwarfism",development
184,Wild_Glycine_max,"flavonoid 3',5'-hydroxylase (F3'5'H)",,"GLYMA20G08160.1,GLYMA13G04210.1",,Solyc11G066580.1.1,LOC_Os03g25150,,Si035183m,GRMZM2G119067,"Sb01g034470.1,Sb01g034460.1","BRADI2G11620.1,BRADI1G61577.1",,ENOG411BNKG,Plant_coloration_(flowers),color_texture_flavor_and_fragrance
185,Wild_Strawberry,TFL1/FvTFL1,"AT5G03840.1,AT5G62040.1,AT1G18100.1,AT4G20370.1,AT1G65480.1,AT2G27550.1","GLYMA08G47823.1,GLYMA16G32080.3,GLYMA18G53680.1,GLYMA05G34030.1,GLYMA02G07650.1,GLYMA08G47816.1,GLYMA19G28390.1,GLYMA16G26660.1,GLYMA16G26690.1,GLYMA19G37890.1","Bra009508.1-P,Bra025930.1-P,Bra012010.1-P,Bra034357.1-P,Bra031016.1-P,Bra005783.1-P,Bra028815.1-P,Bra004117.1-P,Bra022475.1-P,Bra000506.1-P,Bra015710.1-P,Bra010052.1-P","Solyc05g055660.1.1,Solyc11g008660.1.1,Solyc01g009580.1.1,Solyc03g063100.1.1,Solyc05g053850.2.1,Solyc01g009560.1.1,Solyc11g008640.1.1,Solyc02g079290.2.1,Solyc06g074350.2.1,Solyc09g009560.1.1,Solyc11g008650.1.1,Solyc03g119100.1.1,Solyc03g026050.2.1","LOC_Os04g33570.1,LOC_Os01g02120.1,LOC_Os06g06320.1,LOC_Os04g41130.1,LOC_Os11g18870.1,LOC_Os12g05590.1,LOC_Os12g13030.1,LOC_Os02g32950.1,LOC_Os02g39064.1,LOC_Os06g06300.1,LOC_Os11g05470.1,LOC_Os09g33850.1,LOC_Os02g13830.1,LOC_Os01g11940.1,LOC_Os01g10590.1,LOC_Os06g30370.1,LOC_Os01g54490.1,LOC_Os06g35940.1,LOC_Os05g44180.1","BGIOSGA034481-PA,BGIOSGA036625-PA,BGIOSGA015135-PA,BGIOSGA004454-PA,BGIOSGA017719-PA,BGIOSGA035142-PA,BGIOSGA014833-PA,BGIOSGA003015-PA,BGIOSGA007839-PA,BGIOSGA002959-PA,BGIOSGA021197-PA,BGIOSGA007632-PA,BGIOSGA035141-PA,BGIOSGA022349-PA,BGIOSGA006319-PA,BGIOSGA021057-PA,BGIOSGA006097-PA,BGIOSGA022351-PA,BGIOSGA036381-PA","Si007376m,Si004536m,Si020105m,Si008576m,Si011866m,Si004700m,Si028168m,Si012372m,Si012777m,Si003984m,Si005012m,Si007366m,Si008517m,Si027589m,Si025116m,Si011706m,Si008120m,Si020516m,Si020173m,","GRMZM2G021614,GRMZM2G179264,GRMZM2G338454,GRMZM2G080706,GRMZM2G075215,GRMZM2G141756,GRMZM2G156079,GRMZM2G075081,AC217051.3_FGP006,GRMZM2G103666,GRMZM2G127121,GRMZM2G019993,GRMZM2G021560,GRMZM2G373928,GRMZM2G059358,GRMZM2G400167,GRMZM2G062052,GRMZM2G051338,GRMZM2G108016,AC214791.2_FGP002,GRMZM2G158809,GRMZM2G132880,GRMZM2G440005,GRMZM2G092008,GRMZM2G117057,GRMZM2G152689,GRMZM2G056186","Sb02g029725.1,Sb06g020850.1,Sb10g003940.1,Sb06g012260.1,Sb03g002500.1,Sb03g001700.1,Sb05g003200.1,Sb08g008180.1,Sb03g034580.1,Sb03g008270.1,Sb04g021650.1,Sb10g021790.1,Sb04g025210.1,Sb09g025760.1,Sb08g003210.1,Sb04g008320.1,Sb06g015490.1,Sb0010s003120.1,Sb10g013070.1,","BRADI4G39730.1,BRADI3G44860.1,BRADI4G39760.1,BRADI2G19670.1,BRADI4G35040.1,BRADI2G01020.1,BRADI1G38150.1,BRADI3G08890.1,BRADI4G39750.1,BRADI2G07070.1,BRADI4G42400.1,BRADI1G48830.1,BRADI3G48036.1,BRADI2G27860.1,BRADI5G14010.1,BRADI5G09270.1,BRADI1G42510.1,BRADI2G49795.1,","MLOC_57326.1,MLOC_71606.2,MLOC_74854.1,MLOC_58552.3,MLOC_44160.1,MLOC_13102.1,MLOC_68576.1,MLOC_64619.2,MLOC_35818.3",KOG3346,Flowering_time_and_seasonal_growth,development
186,Yellowtops,phosphoenolpyruvate carboxylase (PEPC),,,,,,,Si005789m,GRMZM2G083841,Sb10g021330.1,,,ENOG410JW91,C3/C4_photosynthesis_-_enzymatic_properties_,other
187,Arabidopsis_thaliana,CBF gene cluster,AT4G25490,"GLYMA09G27180.2,GLYMA10G38440.1,GLYMA16G32330.1,GLYMA20G29410.1","Bra010460.1-P,Bra010461.1-P,Bra010463.1-P,Bra019162.1-P,Bra022770.1-P","Solyc03g026270.1.1,Solyc03g026280.2.1,Solyc03g124110.1.1",,,,,,,,ENOG410YK37,Cold_resistance,abiotic_stress_response
188,Arabidopsis_thaliana,CYCD5;1,AT4G37630,"GLYMA01G40100.2,GLYMA11G05211.1",Bra017840.1-P,,"LOC_Os03g10650.1,LOC_Os03g42070.1,LOC_Os12g39830.1","BGIOSGA010240-PA,BGIOSGA011258-PA,BGIOSGA035919-PA","Si022512m,Si036343m,Si036464m","GRMZM2G006721,GRMZM2G007130,GRMZM2G047637,GRMZM2G056303,GRMZM2G329655,GRMZM2G377194","Sb01g014590.1,Sb01g043610.1,Sb08g019760.1","BRADI1G14605.1,BRADI1G70907.1,BRADI4G03121.1","MLOC_5879.1,MLOC_62983.1",ENOG410XRKC,Endoreduplication,other
189,Arabidopsis_thaliana,AtLURE1.1,AT5G43285,,,,,,,,,,,,Fertilization_(pollen-tubeattraction_by_egg),development
190,Arabidopsis_thaliana,AtLURE1.2,AT5G43510,,,,,,,,,,,,Fertilization_(pollen-tubeattraction_by_egg),development
191,Arabidopsis_thaliana,AtLURE1.3,AT5G43513,,,,,,,,,,,,Fertilization_(pollen-tubeattraction_by_egg),development
192,Arabidopsis_thaliana,AtLURE1.4,AT5G43518,,,,,,,,,,,,Fertilization_(pollen-tubeattraction_by_egg),development
193,Arabidopsis_thaliana,EARLY FLOWERING 3(ELF3),AT2G25930,"GLYMA04G05280.2,GLYMA14G10530.1,GLYMA17G34980.1","Bra007774.1-P,Bra034284.1-P","Solyc08g065870.2.1,Solyc11g070100.1.1,Solyc12g095900.1.1",,,,,,,,ENOG4111XSP,Flowering_time,development
194,Arabidopsis_thaliana,FLC (Flowering Locus C),AT5G10140,,Bra022771.1-P,,,,,,,,,COG5068,Flowering_time,development
195,Arabidopsis_thaliana,FLM (MAF1),AT1G77080,,,,,,,,,,,COG5068,Flowering_time,development
196,Arabidopsis_thaliana,MADS AFFECTING FLOWERING 2 (MAF2) ,AT5G65050,,,,,,,,,,,COG5068,Flowering_time,development
197,Arabidopsis_thaliana,Flowering locus T (FT),AT1G65480,"GLYMA02G07650.1,GLYMA08G47810.1,GLYMA08G47816.1,GLYMA08G47823.1,GLYMA16G04840.1,GLYMA16G26660.1,GLYMA16G26690.1,GLYMA18G53680.1,GLYMA18G53690.1,GLYMA19G28390.1",,"Solyc03g063100.1.1,Solyc05g053850.2.1,Solyc05g055660.1.1,Solyc11g008640.1.1,Solyc11g008650.1.1,Solyc11g008660.1.1","LOC_Os01g11940.1,LOC_Os06g06300.1,LOC_Os06g06320.1","BGIOSGA003015-PA,BGIOSGA022349-PA,BGIOSGA022351-PA","Si007366m,Si008120m,Si008517m","GRMZM2G051338,GRMZM2G373928","Sb03g001700.1,Sb10g003940.1","BRADI1G48830.1,BRADI2G07070.1",MLOC_68576.1,COG1881,Flowering_time,development
198,Arabidopsis_thaliana,Frigida (FRI),AT4G00650,"GLYMA04G38071.1,GLYMA06G17005.1","Bra029192.1-P,Bra035723.1-P","Solyc03g117930.2.1,Solyc06g074450.1.1,Solyc12g042440.1.1",LOC_Os03g63440.1,BGIOSGA013955-PA,Si035611m,GRMZM2G021642,Sb01g001030.1,BRADI1G01520.1,MLOC_27941.1,ENOG410ZN0W,Flowering_time,development
199,Arabidopsis_thaliana,Frigida like 1 (FRL1),AT5G16320,"GLYMA02G46680.1,GLYMA08G43760.2,GLYMA18G09060.1",Bra008624.1-P,,,,,,,,,ENOG410YI1U,Flowering_time,development
200,Arabidopsis_thaliana,Frigida like 2 (FRL2),AT1G31814,"GLYMA02G46680.1,GLYMA08G43760.2,GLYMA18G09060.1",Bra023207.1-P,,,,,,,,,ENOG410YI1U,Flowering_time,development
201,Arabidopsis_thaliana,Cryptochrome 2 (CRY2) EDI allele,AT1G04400,"GLYMA02G00830.1,GLYMA10G32390.3,GLYMA15G35371.1,GLYMA20G35220.1",Bra030568.1-P,Solyc09g090100.2.1,LOC_Os02g41550.4,BGIOSGA008648-PA,Si006039m,GRMZM2G172152,Sb10g013750.1,BRADI3G49204.1,MLOC_8289.1,COG0415,Flowering_time_and_other_pleiotropic_effects,development
202,Arabidopsis_thaliana,HUA2,AT5G23150,,,,,,,,,BRADI3G12902.1,,ENOG410ZJEY,"Flowering_time,_Shoot_morphology",development
203,Arabidopsis_thaliana,CYP81F2 ,AT5G57220,,Bra020459.1-P,,,,,,,,,ENOG411C115,Glucosinolate_content_-_aphid_resistance,biotic_stress_response
204,Arabidopsis_thaliana,AOP2,AT4G03060,,"Bra000848.1-P,Bra018521.1-P,Bra034180.1-P",,,,,,,,,COG3491,Glucosinolate_production,biotic_stress_response
205,Arabidopsis_thaliana,AOP3,AT4G03050,GLYMA07G03790.1,,,,,"Si012411m,Si012520m",,Sb07g020360.1,,,COG3491,Glucosinolate_production,biotic_stress_response
206,Arabidopsis_thaliana,MAM1,AT5G23010,,"Bra013007.1-P,Bra021947.1-P,Bra029355.1-P,Bra029356.1-P",,,,,,,,,COG0119,Glucosinolate_production,biotic_stress_response
207,Arabidopsis_thaliana,SG3,At4G30720,"GLYMA04G24054.1,GLYMA07G11531.1",Bra024046.1-P,Solyc07g005870.2.1,LOC_Os05g34040.1,BGIOSGA018060-PA,Si021394m,"GRMZM2G167243,GRMZM5G891783",Sb09g020310.1,BRADI2G25410.1,MLOC_71107.2,COG2509,Growth_(shoots),development
208,Arabidopsis_thaliana,AT5G41740/AT5G41750,AT5G41740,,Bra005271.1-P,,LOC_Os08g42700.1,,"Si027292m,Si028140m,Si028241m",,"Sb05g022785.1,Sb05g022790.1",,,ENOG410XRGK,Hybrid_incompatibility_(auto-immune_necrosis),other
209,Arabidopsis_thaliana,AT5G41740/AT5G41750,AT5G41750,,,,,,,,,,,ENOG4112BMQ,Hybrid_incompatibility_(auto-immune_necrosis),other
210,Arabidopsis_thaliana,Epithiospecifier protein (ESP),AT1G54040,GLYMA08G18080.1,"Bra037958.1-P,Bra039702.1-P",Solyc05g024410.2.1,LOC_Os09g07460.1,BGIOSGA030165-PA,Si030487m,GRMZM2G165098,Sb02g006860.1,BRADI2G38270.1,MLOC_7324.1,ENOG410Y5WM,"Hydrolysis_of_glucosinolate,_protection_against_herbivores_",biotic_stress_response
211,Arabidopsis_thaliana,2-Apr,AT1G62180,"GLYMA07G39130.1,GLYMA09G00670.1,GLYMA15G11540.1",Bra034466.1-P,"Solyc02g032860.2.1,Solyc02g080640.2.1,Solyc03g031620.2.1",LOC_Os07g32570.1,BGIOSGA024240-PA,Si029784m,"AC189750.4_FGP004,GRMZM2G087254",Sb02g034370.1,BRADI1G26530.1,MLOC_34830.1,COG0175,Increases_shoot_sulfate_content,abiotic_stress_response
212,Arabidopsis_thaliana,phytochrome A (PHYA),AT1G09570,"GLYMA03G38620.1,GLYMA10G28170.2,GLYMA19G41210.1,GLYMA20G22160.1",Bra020013.1-P,Solyc10g044670.1.1,LOC_Os03g51030.1,,"Si027327m,Si033984m","GRMZM2G157727,GRMZM2G181028","Sb01g009920.1,Sb01g009930.1,Sb0919s002010.1","BRADI1G10510.1,BRADI1G10520.1",,COG4251,Light_sensitivity,abiotic_stress_response
213,Arabidopsis_thaliana,phytochrome B (PHYB),AT2G18790,"GLYMA09G03990.1,GLYMA15G14980.1",Bra022192.1-P,"Solyc01g059870.2.1,Solyc05g053410.2.1",LOC_Os03g19590.1,,Si033968m,"GRMZM2G092174,GRMZM2G124532",Sb01g037340.1,BRADI1G64360.1,MLOC_9834.1,COG4251,Light_sensitivity,abiotic_stress_response
214,Arabidopsis_thaliana,phytochrome C (PHYC),AT5G35840,,Bra039485.1-P,Solyc07g045480.2.1,LOC_Os03g54084.1,BGIOSGA013571-PA,Si034030m,"GRMZM2G027493,GRMZM2G057935,GRMZM2G129889,GRMZM2G345509",Sb01g007850.1,BRADI1G08400.1,MLOC_824.2,COG4251,Light_sensitivity,abiotic_stress_response
215,Arabidopsis_thaliana,FPN2,AT5G03570,"GLYMA01G31940.2,GLYMA01G31961.1,GLYMA03G05190.1,GLYMA03G05201.1",Bra005771.1-P,Solyc10g076280.1.1,LOC_Os06g36450.1,BGIOSGA023091-PA,Si006410m,"GRMZM2G110862,GRMZM2G148060",Sb10g022120.1,BRADI1G37907.1,MLOC_51377.2,ENOG410XS3F,Metal_tolerance,abiotic_stress_response
